EXC_1	EXC_2	INH_1	INH_2
ENSMUSG00000095213___Gm9944	0	0	0	0
ENSMUSG00000095214___Gm25232	0	0	0	0
ENSMUSG00000095217___H2bc15	7.377072	3.75351	4.723687	1.181018
ENSMUSG00000095218___Olfr1338	0	0	0	0
ENSMUSG00000095220___Gm23560	22.199621	14.027336	36.751846	40.546173
ENSMUSG00000095221___Gm23561	0	0	0	0
ENSMUSG00000095222___Mir467a-9	6.974203	3.364273	6.195035	11.051023
ENSMUSG00000095226___Gm10377	0	0	0	0
ENSMUSG00000095228___Gm22233	0	0	0	0
ENSMUSG00000095231___Gm14297	2.518757	5.653065	4.846678	3.45643
ENSMUSG00000095232___Scgb1b19	0	0	0	0
ENSMUSG00000095233___Gm26378	0	0	0	0
ENSMUSG00000095234___Gm21586	17.893291	23.925039	9.376501	9.157081
ENSMUSG00000095236___Olfr38	0.196022	0	0	0
ENSMUSG00000095238___Gm4845	0	0	0	0
ENSMUSG00000095239___Olfr497	0	0	0	0
ENSMUSG00000095240___Cypt14	0	0	0	0
ENSMUSG00000095241___Gm5478	0	0	0	0
ENSMUSG00000095242___Gm20834	0	0	0	0
ENSMUSG00000095243___Gm24754	0	0	0	0
ENSMUSG00000095245___Gm24753	0.082245	0	0.310099	0.987453
ENSMUSG00000095246___Gm24752	0	0	0	0
ENSMUSG00000095247___Ccl27a	48.96402	48.672836	9.816601	14.505044
ENSMUSG00000095248___Olfr681	0.80186	0	0.336673	0.07224
ENSMUSG00000095249___n-R5s103	0	0	0	0
ENSMUSG00000095250___AC133103.4	0	0	0	0
ENSMUSG00000095251___Tdpoz7	0	0	0	0
ENSMUSG00000095253___Zfp799	36.726788	41.481167	37.271572	39.043602
ENSMUSG00000095255___Gm23086	0	0	0	0
ENSMUSG00000095256___n-R5s209	0	0	0	0
ENSMUSG00000095257___Scgb1b3	0	0	0	0
ENSMUSG00000095258___Gm10593	6.12825	7.721991	3.497726	4.523568
ENSMUSG00000095259___Gm14357	0	0	0	0
ENSMUSG00000095260___Gm25890	8.857354	2.63617	3.213685	5.83688
ENSMUSG00000095261___Gm17391	0.528861	0	0	0.492883
ENSMUSG00000095262___Gm21893	0	1.518222	0.456695	2.149819
ENSMUSG00000095263___Gm21094	0	0	0	0
ENSMUSG00000095266___Gm5225	0	0	0.349908	0
ENSMUSG00000095267___Ssty1	0	0	0	0
ENSMUSG00000095269___Mir466b-8	5.322802	4.710189	6.48863	11.569517
ENSMUSG00000095270___Ifna9	0	0	0	0
ENSMUSG00000095272___Gm24242	0	0	0	0
ENSMUSG00000095273___Vmn1r142	0	0	0	0
ENSMUSG00000095274___Obox4-ps27	0	0	0	0
ENSMUSG00000095275___Vmn1r107	0	0	0	0
ENSMUSG00000095276___Gfy	0.480111	0	0	0.625399
ENSMUSG00000095277___Rps12-ps22	0	0.151755	0	0
ENSMUSG00000095278___Gm27634	6.556532	4.609302	6.639879	5.087214
ENSMUSG00000095279___Gm10067	0.033099	0.117594	0	0.406932
ENSMUSG00000095280___Gm21738	0	0	0.354814	1.367122
ENSMUSG00000095281___Gm22549	21.05479	22.383873	24.974037	18.300806
ENSMUSG00000095282___Gm22548	0	0	0	0
ENSMUSG00000095283___Astx1b	0	0	0	0
ENSMUSG00000095284___Gm22550	0	0	0	0
ENSMUSG00000095285___Ighv5-9	0	0	0	0
ENSMUSG00000095286___Olfr117	0	0	0	0
ENSMUSG00000095287___Vmn1r-ps78	0	0	0	0
ENSMUSG00000095288___Gm7618	0	1.148757	0	0
ENSMUSG00000095289___Gm22547	0	0	0	0
ENSMUSG00000095290___Gm24196	6.010167	6.211465	6.57148	8.025704
ENSMUSG00000095291___Gm12613	0	0	0.227077	0.05122
ENSMUSG00000095292___Mir344d-3	5.252646	5.734513	10.235618	9.391781
ENSMUSG00000095293___Gm10058	0	0	0	0
ENSMUSG00000095294___Gm21119	6.344012	8.158042	7.81351	7.241057
ENSMUSG00000095295___Gm3488	1.292073	1.029014	4.009636	4.909859
ENSMUSG00000095296___Gm8906	0	0	0	0
ENSMUSG00000095297___Gm25381	6.378159	4.443884	7.588482	16.52178
ENSMUSG00000095298___Gm12407	2.72297	5.18624	1.043841	0.790802
ENSMUSG00000095299___Gm25380	0	0	0	0
ENSMUSG00000095300___Gm906	0	0	0	0
ENSMUSG00000095301___Olfr476	0	0	0	0
ENSMUSG00000095302___Ssty2	0	0	0	0
ENSMUSG00000095304___Plac9a	0.73957	0.458329	0.170196	0
ENSMUSG00000095305___Gm23790	0	0	0	0
ENSMUSG00000095307___Gm12573	0	0	0	0
ENSMUSG00000095309___Vmn1r125	0	0	0	0
ENSMUSG00000095310___Gm25463	21.110315	23.807091	37.882694	21.469116
ENSMUSG00000095311___Gm25464	3.58795	4.857631	2.237143	2.578351
ENSMUSG00000095312___Olfr382	0	0	0	0
ENSMUSG00000095314___Gm25462	25.075737	25.384859	33.1035	25.602459
ENSMUSG00000095315___Gm10130	8.054366	8.8643	9.578964	8.124281
ENSMUSG00000095316___Gm21876	0	0	0	0
ENSMUSG00000095318___Gm8024	0.121878	0	0.553042	0.568191
ENSMUSG00000095319___Gm25465	0	0	0	0
ENSMUSG00000095320___Ccl21a	9.927109	14.833854	2.613228	2.999178
ENSMUSG00000095321___Gm2092	0	0	0	0
ENSMUSG00000095322___Olfr957	0	0	0	0
ENSMUSG00000095323___Mir3470a	0	0	0	0
ENSMUSG00000095324___Gm20825	0	0	0	0
ENSMUSG00000095325___Zfp870	8.00633	8.429132	11.062085	9.635078
ENSMUSG00000095327___Gm14996	0	0	0	0
ENSMUSG00000095328___Defa-ps6	0	0	0	0
ENSMUSG00000095330___Gm21834	0	0	0	0
ENSMUSG00000095331___Ptma-ps1	0	0	0	0
ENSMUSG00000095332___Gm9821	39.600647	43.65831	27.179426	37.055214
ENSMUSG00000095333___Gm24314	0	0	0	0
ENSMUSG00000095334___Gm21984	6.931417	5.677659	8.675199	7.126242
ENSMUSG00000095335___Igkv3-5	0	0	0	0
ENSMUSG00000095336___Gm24315	10.177447	0	3.034126	4.173611
ENSMUSG00000095338___Igkv3-9	0	0	0	0
ENSMUSG00000095339___Zscan4b	0	0	0	0
ENSMUSG00000095340___Mir669j	3.054631	3.529242	6.796731	9.43059
ENSMUSG00000095341___Gm428	0	0	0	0
ENSMUSG00000095342___Gm26096	19.234436	22.317066	26.799141	27.366974
ENSMUSG00000095344___Gm6838	0	0	0	0
ENSMUSG00000095345___Gm21821	0	0	0	0
ENSMUSG00000095346___Gm21905	0	0	0	0
ENSMUSG00000095347___Gm26095	0	0	0.718195	0
ENSMUSG00000095348___Gm3892	10.875089	15.119173	5.252322	6.948566
ENSMUSG00000095349___Gm26097	10.775419	19.235655	11.945078	13.22519
ENSMUSG00000095350___Gm23284	0	0	0	0
ENSMUSG00000095351___Igkv3-2	0	0	0	0
ENSMUSG00000095353___Gm21783	0	0	0	0
ENSMUSG00000095356___Gm7398	0	0	0	0
ENSMUSG00000095357___Gm23286	61.154282	76.558075	56.084579	68.954117
ENSMUSG00000095358___Vmn1r165	0	0	0	0
ENSMUSG00000095360___Gm3594	0	0	0	0
ENSMUSG00000095361___Gm24967	0.143929	4.652379	3.189589	0.669274
ENSMUSG00000095362___Gm14325	69.071548	85.536079	81.000107	84.738968
ENSMUSG00000095363___Gm4567	0	0	0	0
ENSMUSG00000095365___Rbm31y	0	0	0	0
ENSMUSG00000095366___Gm21860	8.807889	3.155134	9.596894	0.671848
ENSMUSG00000095368___Gm3012	0	0	0	0.147836
ENSMUSG00000095369___Gm21859	0	0	0	0
ENSMUSG00000095370___Trav6n-7	0	0.454417	0.443562	0.54982
ENSMUSG00000095371___Gm9611	0	0	0	0
ENSMUSG00000095372___Gm22111	12.800365	14.015089	20.022305	16.991953
ENSMUSG00000095374___Snord116l16	28.708313	40.953163	44.970909	56.013866
ENSMUSG00000095376___Gm22109	0	0	0	0
ENSMUSG00000095377___Olfr91	0.350276	0.232753	0.506339	0.261325
ENSMUSG00000095379___Gm22108	0	0	0	0
ENSMUSG00000095380___Gm23952	0	0	0	0
ENSMUSG00000095382___Gm24466	1.04957	0	0	0
ENSMUSG00000095383___Vmn1r152	0	0	0	0
ENSMUSG00000095384___1700001F09Rik	0.480331	0	0	0.533865
ENSMUSG00000095385___D630033O11Rik	0.632716	0	0	0
ENSMUSG00000095386___Gm17662	0	0	0	0
ENSMUSG00000095387___Trav6d-4	0	0	0	0
ENSMUSG00000095388___Gm10681	6.08238	7.812654	2.226565	2.892617
ENSMUSG00000095389___Gm23953	14.998751	12.086707	16.514652	21.347431
ENSMUSG00000095390___Olfr229	0	0	0	0
ENSMUSG00000095392___Gm7350	0	0	0	0
ENSMUSG00000095393___Gm25619	0	0	0	0
ENSMUSG00000095394___Gm25485	0	0	0	1.173973
ENSMUSG00000095395___Gm25617	2.155716	2.186186	0.699166	2.090374
ENSMUSG00000095396___Gm25618	27.151224	10.422241	10.609813	19.979479
ENSMUSG00000095398___Gm16404	0	0	0	0
ENSMUSG00000095399___Ighd6-1	0	0	0	0
ENSMUSG00000095401___Olfr804	0.005752	0	0	0.007674
ENSMUSG00000095402___Gm25585	17.973949	21.475496	38.082939	16.977961
ENSMUSG00000095403___Gm21092	140.801849	147.993164	143.141632	147.925751
ENSMUSG00000095407___Tmem200c	12.765136	10.186211	10.21789	11.506447
ENSMUSG00000095408___Gm8366	0	0	0	0
ENSMUSG00000095409___Gm13043	0	0	0	0
ENSMUSG00000095410___n-R5s121	0	0	0	0
ENSMUSG00000095411___Gm15260	0	0	0	0
ENSMUSG00000095412___Gm5885	0	0	0	0
ENSMUSG00000095413___H2al1e	0	0	0	0
ENSMUSG00000095414___Gm23923	0.609292	0.490796	0	0
ENSMUSG00000095416___Ighv1-12	0	0	0	0
ENSMUSG00000095418___Gm23922	31.415705	29.361052	34.059372	24.959688
ENSMUSG00000095419___Gm14328	0.372069	0	0	0
ENSMUSG00000095420___Astx1a	0	0	0	0
ENSMUSG00000095422___Gm24415	0	0	0	0
ENSMUSG00000095423___Gm7375	0	0	0	0
ENSMUSG00000095424___Gm24416	0	0	0	0
ENSMUSG00000095425___Gm24417	41.226501	49.428841	39.752399	41.129948
ENSMUSG00000095426___Trav6d-5	0	0	0	0
ENSMUSG00000095427___Rps2-ps6	0.578945	0.315215	0.49213	0.35593
ENSMUSG00000095428___Gm24418	70.941963	91.108299	118.453339	108.249626
ENSMUSG00000095429___Ighv5-12	0	0	0	0
ENSMUSG00000095430___Vmn1r72	0	0	0	0
ENSMUSG00000095431___Gm26240	0	0	0	0
ENSMUSG00000095432___Zfp748	10.040528	11.442512	14.606845	11.97663
ENSMUSG00000095433___Gm21914	0	0	0	0
ENSMUSG00000095434___CAAA01205117.2	0	0.16711	0	0.116235
ENSMUSG00000095435___Gm22745	1.382896	9.499422	1.185021	6.020803
ENSMUSG00000095436___Gm15254	0	0	0	0
ENSMUSG00000095437___Gm23606	0	0	0	0
ENSMUSG00000095438___Mir133a-1hg	19.19066	17.257595	14.505255	17.508537
ENSMUSG00000095440___Fignl2	0.473385	0.437452	1.596088	2.05161
ENSMUSG00000095442___Ighv1-4	0	0	0	0
ENSMUSG00000095444___Ighd2-4	0	0	0	0
ENSMUSG00000095445___H2al1i	0	0	0	0
ENSMUSG00000095446___Gm25730	0	0	0	0
ENSMUSG00000095447___Gm23403	0	0	0	0
ENSMUSG00000095448___Olfr859	0.029117	0.250448	0	0.123709
ENSMUSG00000095449___n-R5s112	0	0	0	0
ENSMUSG00000095450___AC132444.4	0	0	0	0
ENSMUSG00000095452___Gm20795	0	0	0	0
ENSMUSG00000095453___n-R5s149	0	0	0	0
ENSMUSG00000095455___Mup-ps3	0	0	0	0
ENSMUSG00000095456___Il11ra2	1.066905	1.546963	0.491495	0.583347
ENSMUSG00000095457___Gm8989	0	0.008386	0	0.032274
ENSMUSG00000095458___Snord116l8	34.715923	37.224968	43.157139	44.705215
ENSMUSG00000095460___Vmn2r-ps16	0	0	0	0
ENSMUSG00000095462___Gm21725	0	0	0	0
ENSMUSG00000095463___Entpd4	54.006878	46.215763	64.409927	52.302494
ENSMUSG00000095464___Gm21987	0	0	0	0
ENSMUSG00000095465___Gm6214	0	0	0	0
ENSMUSG00000095466___Gm3015	0	0	0	0
ENSMUSG00000095467___Gm22243	0	0	0	0
ENSMUSG00000095469___Gm21965	0.206831	0	1.926805	1.267201
ENSMUSG00000095470___Gm21863	0	0	0	0
ENSMUSG00000095472___Snord88a	0.136849	0.133685	0.137999	0.117047
ENSMUSG00000095474___Cldn34c2	0.558757	0.539479	1.351461	3.021628
ENSMUSG00000095475___AC133095.2	0	0	0	0
ENSMUSG00000095476___Gm25077	21.436781	35.243687	34.64217	31.729185
ENSMUSG00000095477___Gm25076	7.616878	0.952055	5.377481	8.9382
ENSMUSG00000095478___Gm9824	0.624199	0.993922	0.160537	0.834965
ENSMUSG00000095479___Gm25074	7.552654	8.013456	9.130531	9.399978
ENSMUSG00000095482___Gm25739	9.077824	8.962671	1.738769	4.673946
ENSMUSG00000095483___Olfr776	0	0	0	0
ENSMUSG00000095484___Olfr1480	0	0	0	0
ENSMUSG00000095486___Vmn2r22	0	0	0	0
ENSMUSG00000095487___Scgb1b21	0	0	0	0
ENSMUSG00000095489___Gm25737	0	0	0	0
ENSMUSG00000095490___Gm7951	0	0	0	0.256034
ENSMUSG00000095491___Gm24088	96.593834	95.036758	138.493454	132.212158
ENSMUSG00000095492___Gm14361	0	0	0	0
ENSMUSG00000095493___A630023A22Rik	0	0	0	0.174975
ENSMUSG00000095494___Gm7391	0	0	0	0
ENSMUSG00000095495___Trav9d-3	0	0	0	0
ENSMUSG00000095497___Igkv1-122	0	0	0	0
ENSMUSG00000095498___Ifna1	0.048247	0	0	0
ENSMUSG00000095499___Rps12-ps14	0	0	0	0
ENSMUSG00000095500___AC132444.5	0	0	0	0
ENSMUSG00000095501___Gm22449	12.472896	13.481452	19.152348	16.587994
ENSMUSG00000095502___Gm22450	3.300092	1.220109	0.387624	2.260172
ENSMUSG00000095503___Gm3147	0	0	0	0
ENSMUSG00000095504___Gm22446	1.237534	8.634619	9.389011	5.249012
ENSMUSG00000095505___AC164084.1	0	0	0	0
ENSMUSG00000095506___Gm22448	0	0	0	0
ENSMUSG00000095507___Gm22447	0	0	0	0
ENSMUSG00000095508___Gm20812	0	0	0	0
ENSMUSG00000095509___Mir467b	2.817887	0	9.382768	4.760217
ENSMUSG00000095510___Rhox3f	0	0	0	0
ENSMUSG00000095511___Gm24137	9.626029	6.830416	18.288664	19.255264
ENSMUSG00000095512___Gm17222	2.52083	3.264195	6.261792	9.780665
ENSMUSG00000095513___Gm24136	0	0	0	0
ENSMUSG00000095514___D13Ertd608e	0	0	0	0
ENSMUSG00000095516___Gm24135	14.224157	29.910795	20.033894	24.07225
ENSMUSG00000095517___Gm13249	0	0	0	0
ENSMUSG00000095518___Gm8068	0	0	0.31612	0
ENSMUSG00000095519___Ighv1-66	0	0	0	0
ENSMUSG00000095520___Gm20877	0	0	0	0
ENSMUSG00000095521___Astx5	0	0	0	0
ENSMUSG00000095522___Aadacl2fm3	0	0	0	0
ENSMUSG00000095523___AC124606.1	0	0	0	0
ENSMUSG00000095524___Gm15682	4.188315	2.629676	4.41868	3.755254
ENSMUSG00000095525___Olfr834	0	0	0	0
ENSMUSG00000095526___Gm10243	4.694944	4.731847	7.320038	12.456491
ENSMUSG00000095527___Olfr888	0	0	0	0
ENSMUSG00000095528___Gm10375	0	0	0	0.594008
ENSMUSG00000095529___Gm23612	0	0	0	0
ENSMUSG00000095530___Snora19	14.315394	25.385174	21.546549	17.372223
ENSMUSG00000095531___Gm25284	0.90499	2.846921	2.193549	2.256359
ENSMUSG00000095532___Mup-ps13	0	0	0	0
ENSMUSG00000095533___Gm10413	0	0	0	0.177768
ENSMUSG00000095534___Gm15102	0	0	0	0
ENSMUSG00000095536___Gm25285	7.081464	2.93275	5.839957	11.80636
ENSMUSG00000095537___Gm25286	0	0	0	0
ENSMUSG00000095538___Gm21983	0	0.449156	0	0
ENSMUSG00000095539___Gm25287	0	0	0	0
ENSMUSG00000095540___Esp4	0	0	0	0
ENSMUSG00000095541___Gm24617	0	0	0.842246	0.223152
ENSMUSG00000095542___Gm24618	4.413105	10.378839	10.50209	12.799785
ENSMUSG00000095543___Vmn1r148	0	0	0	0
ENSMUSG00000095544___Vmn2r-ps33	0	0	0	0
ENSMUSG00000095545___Zfp969	29.559649	34.026546	34.477692	40.393635
ENSMUSG00000095546___Gm10230	0	0	0	0
ENSMUSG00000095547___Gm10719	0	0	0	0
ENSMUSG00000095549___Ighd5-1	0	0	0	0
ENSMUSG00000095550___Gm21671	10.158755	5.962947	10.564812	12.31461
ENSMUSG00000095551___Gm7980	0	0	0	0
ENSMUSG00000095552___4933409K07Rik	11.773799	14.558215	5.901315	5.749286
ENSMUSG00000095553___Gm21916	0	0	0	0
ENSMUSG00000095554___Ighv1-16	0	0	0	0
ENSMUSG00000095555___Gm28010	0	0	0	0
ENSMUSG00000095557___Gm3415	0	0.074318	0.067003	0.063836
ENSMUSG00000095560___Trav14d-2	0	0	0	0
ENSMUSG00000095561___Gm8383	0	0	0	0
ENSMUSG00000095562___Erdr1	107.103912	56.102516	103.832245	50.24931
ENSMUSG00000095563___Astx3	0	0	0	0
ENSMUSG00000095564___Gm20474	0	0	0	0
ENSMUSG00000095565___Ighv2-9-1	0	0	0	0
ENSMUSG00000095567___Noc2l	48.645885	66.229591	57.228619	67.522179
ENSMUSG00000095569___Taar7d	0	0	0	0
ENSMUSG00000095570___AC140325.3	0	0	0	0
ENSMUSG00000095571___Ighv5-17	0	0	0	0
ENSMUSG00000095572___Trav4n-3	0	0	0.473769	0
ENSMUSG00000095573___H2al2b	0	0	0	0
ENSMUSG00000095574___Trbv12-1	0	0	0	0
ENSMUSG00000095576___Fmo6	0	0	0	0
ENSMUSG00000095577___Gm6619	0	0	0	0
ENSMUSG00000095578___Gm21760	0	0	0	0
ENSMUSG00000095580___Rnu1b1	1.666714	0.865169	1.773941	0.683038
ENSMUSG00000095581___Gm22630	22.906452	18.877789	27.016705	27.098282
ENSMUSG00000095583___Ighv14-2	0	0	0	0
ENSMUSG00000095584___Gm22628	0	0	0	0
ENSMUSG00000095585___CR974586.2	0.571136	1.25456	0.2923	0.289263
ENSMUSG00000095586___Olfr1287	0	0	0	0
ENSMUSG00000095587___Gm22629	15.347389	16.219009	21.306879	18.311613
ENSMUSG00000095588___Gm12350	0	0	0	0
ENSMUSG00000095589___Ighv1-55	0	0	0	0
ENSMUSG00000095590___Gm24305	132.123886	47.670567	24.590139	34.684464
ENSMUSG00000095591___Gm15045	0	0	0	0
ENSMUSG00000095592___Ighd5-7	0	0	0	0
ENSMUSG00000095593___Gm7138	0	0.528188	0	0.637808
ENSMUSG00000095594___Gm24304	0	0	0	0
ENSMUSG00000095595___Fam177a	11.548211	11.679503	13.411737	11.926575
ENSMUSG00000095596___Gm24303	1.100031	2.759771	5.80284	3.829387
ENSMUSG00000095597___Rps7-ps3	0	0	0.513102	0.59102
ENSMUSG00000095599___Gm6215	0	0	0	0
ENSMUSG00000095600___Gm9457	0	0	0	0
ENSMUSG00000095601___Rhox3a2	0	0	0	0
ENSMUSG00000095603___Olfr106-ps	0.215805	0.262663	0	0
ENSMUSG00000095604___Gm23424	0	0	0	0
ENSMUSG00000095605___Gm12624	0	0	0.093064	0.05122
ENSMUSG00000095606___Gm21258	0	0	0	0
ENSMUSG00000095607___Trav5-4	0	0	0	0
ENSMUSG00000095608___Olfr247	0	0	0	0
ENSMUSG00000095609___Gm21188	0.966804	0	0	0
ENSMUSG00000095610___Gm26245	0	0	0	0
ENSMUSG00000095612___Ighv5-4	0	0	0	0
ENSMUSG00000095614___Gm6291	0	0	0	0
ENSMUSG00000095615___Gm26243	0	0	0.686647	1.239803
ENSMUSG00000095616___Gm26244	62.51963	27.075998	26.789644	21.912397
ENSMUSG00000095618___Gm26246	11.583549	16.034595	15.41575	19.575325
ENSMUSG00000095619___Vmn1r157	0	0	0	0
ENSMUSG00000095620___Csta2	0	0	0.871611	0
ENSMUSG00000095621___Gm15085	0	0	0.02314	0
ENSMUSG00000095623___Il11ra2	0.893206	1.271629	0.436758	0.492822
ENSMUSG00000095624___Gm23947	0	0	0	0
ENSMUSG00000095625___Esp24	0	0	0	0
ENSMUSG00000095626___Gm21572	0	0	0	0
ENSMUSG00000095627___Gm8331	0	0	0	0
ENSMUSG00000095628___Gm24585	17.13349	12.653566	25.881023	22.426785
ENSMUSG00000095629___Vmn1r89	0	0	0	0
ENSMUSG00000095630___Igkv6-23	0	0	0	0
ENSMUSG00000095631___n-R5s86	0	0	0	0
ENSMUSG00000095632___Vmn1r175	0	0	0	0
ENSMUSG00000095633___Igkv4-58	0	0	0	0
ENSMUSG00000095634___Gm20816	0	0	0	0
ENSMUSG00000095635___Gm22951	0	0	4.740083	3.708437
ENSMUSG00000095636___Gm22950	0	0	0	0
ENSMUSG00000095638___Gm8888	0	0	0	0
ENSMUSG00000095639___Gm22941	10.944045	16.269272	7.6235	21.500591
ENSMUSG00000095640___Olfr1434	0.121595	0.240249	0	0
ENSMUSG00000095641___Gm25615	17.170948	16.410631	27.591915	23.244793
ENSMUSG00000095642___Ighv14-3	0	0	0	0
ENSMUSG00000095643___Trav13d-3	0	0	0	0
ENSMUSG00000095645___n-R5s143	0	0	0	0
ENSMUSG00000095646___Trav10n	0	0	0	0
ENSMUSG00000095647___Taar7a	0	0	0	0.099194
ENSMUSG00000095648___Gm2004	9.405594	10.698164	10.626172	13.179387
ENSMUSG00000095649___Gm8979	0	0.048078	0.030454	0.053126
ENSMUSG00000095650___Gm20854	0	0	0	0
ENSMUSG00000095651___Gm21817	0.179719	0.795929	0.6978	1.47667
ENSMUSG00000095652___n-R5s123	0	0	0	0
ENSMUSG00000095653___Gm21818	0	0	0	0
ENSMUSG00000095654___Plscr5	0.651152	0	3.43069	1.941835
ENSMUSG00000095655___H2al1f	0	0	0.10931	0
ENSMUSG00000095656___Ighd2-8	0	0	0	0
ENSMUSG00000095657___Gm15252	0	0	0	0
ENSMUSG00000095658___Vmn2r-ps130	0	0	0	0
ENSMUSG00000095659___Spin2g	0	0	0	0
ENSMUSG00000095660___Gm22274	21.69372	28.136114	39.661873	35.305847
ENSMUSG00000095661___Gm8935	0	0	0	0
ENSMUSG00000095662___H2al1g	0	0	0.139688	0
ENSMUSG00000095663___Gm2310	0.196938	0.079385	0.653161	0.597932
ENSMUSG00000095664___Vmn2r67	0	0	0	0
ENSMUSG00000095666___AC164084.2	0	0	0	0
ENSMUSG00000095667___Olfr854	0	0	0	0
ENSMUSG00000095668___Trbd1	4.400122	9.760874	0	0
ENSMUSG00000095670___Vmn1r30	0	0	0	0.160467
ENSMUSG00000095671___Gm25098	39.231342	22.048811	22.734409	41.234211
ENSMUSG00000095672___AC133103.5	0	0.277803	0	0
ENSMUSG00000095673___Gm4308	0	0	0	0
ENSMUSG00000095674___Gm25100	0	0	0	0
ENSMUSG00000095675___Ccl21b	3.780167	4.981975	0.633994	0.831295
ENSMUSG00000095676___Gm25099	0	0	0	1.457345
ENSMUSG00000095677___Dynlt1f	13.179323	13.055191	14.067299	15.753251
ENSMUSG00000095678___Gm25101	26.215683	29.761541	6.866477	14.296134
ENSMUSG00000095680___Gm12627	0	0	0.138976	0.05122
ENSMUSG00000095681___Gm8281	2.312471	4.339498	9.040541	7.387437
ENSMUSG00000095682___Igkv3-1	0	0	0	0
ENSMUSG00000095683___Gm10662	0	0	0	0
ENSMUSG00000095684___Gm23282	0	0.362409	0	0
ENSMUSG00000095685___Gm23283	0	0	0	0
ENSMUSG00000095686___Gm3099	0	0	0	0
ENSMUSG00000095687___Rnaset2a	3.007741	2.967847	3.975852	1.846554
ENSMUSG00000095689___Trav12d-1	0	0	0	0
ENSMUSG00000095690___Rab11b-ps2	0	0.570877	1.454096	1.238595
ENSMUSG00000095691___Snord116l11	17.568424	20.927223	27.850914	27.45027
ENSMUSG00000095693___Gm21820	0	0	0	0
ENSMUSG00000095696___Olfr786	0	0	0	0
ENSMUSG00000095697___Mir683-1	0	0	1.000201	0
ENSMUSG00000095698___Rhox2d	0	0	0	0
ENSMUSG00000095699___Gm26092	0	3.660328	4.446882	7.467434
ENSMUSG00000095700___Ighv10-3	0	0	0	0
ENSMUSG00000095701___Gm24830	5.233174	0.030135	1.454388	4.178762
ENSMUSG00000095702___Gm15005	0	0	0	0
ENSMUSG00000095703___Gm24829	0	0	0	0
ENSMUSG00000095704___Gm8221	0	0	0	0
ENSMUSG00000095705___Gm24828	0	0	0	0
ENSMUSG00000095706___Olfr209	0	0	0	0
ENSMUSG00000095710___Gm8871	0	0	0	0
ENSMUSG00000095711___Trav14-2	0	0	0	0
ENSMUSG00000095712___Gm26465	0	1.801718	0	0
ENSMUSG00000095713___Gm26466	99.549065	104.798737	144.422546	124.812607
ENSMUSG00000095714___Gm26467	28.056099	27.988455	29.929371	23.224525
ENSMUSG00000095716___Btbd35f10	0	0	0	0
ENSMUSG00000095717___Gm2056	0	0	0	0
ENSMUSG00000095718___Gm6502	0	0	0	0
ENSMUSG00000095721___Gm7137	0	0	0	1.23424
ENSMUSG00000095722___Gm23648	0	0	0	0
ENSMUSG00000095723___Gm23647	0	0	0	0
ENSMUSG00000095724___Gm21319	0	0	0	0
ENSMUSG00000095725___Gm21801	0	0	0	0
ENSMUSG00000095727___Gm23646	0	0	0	0.135123
ENSMUSG00000095728___AC125178.3	0	0	0	0
ENSMUSG00000095729___Gm23649	0	0	0	0
ENSMUSG00000095730___Vmn2r29	10.53295	15.668295	17.726219	19.540672
ENSMUSG00000095731___Gm25312	0.390665	0	2.87949	1.173973
ENSMUSG00000095732___Gm25311	0	1.848651	1.185021	5.354026
ENSMUSG00000095734___Gm23767	42.43565	21.636942	33.110065	35.975548
ENSMUSG00000095736___Trav7n-4	0	0	0	0
ENSMUSG00000095737___Igkv11-125	0	0	0	0
ENSMUSG00000095738___Gm25313	8.582134	1.682909	1.838825	1.801441
ENSMUSG00000095739___Gm25314	30.577957	21.04073	43.274647	30.054472
ENSMUSG00000095740___Gm22474	7.031971	5.05148	2.480791	7.318129
ENSMUSG00000095741___Rhox2f	0	0	0	0
ENSMUSG00000095742___CAAA01147332.1	38.823189	34.401249	20.379051	23.15205
ENSMUSG00000095743___Gm17654	0	0	0.327294	0
ENSMUSG00000095744___Gm22476	0	0	0	0
ENSMUSG00000095745___Vmn1r243	0	0	0	0
ENSMUSG00000095747___Gm22475	5.661922	6.626868	0.395007	8.033655
ENSMUSG00000095749___n-R5s141	0	0	0	0
ENSMUSG00000095752___Gm24182	0	0	0	0
ENSMUSG00000095753___Igkv4-53	0	0	0	0
ENSMUSG00000095754___Spin2f	0	0	0	0
ENSMUSG00000095755___CR974586.3	3.080909	2.985369	1.46453	1.784215
ENSMUSG00000095756___Trav6d-7	0	0.713434	0.470033	0.828559
ENSMUSG00000095757___Gm24180	0	0	0	0
ENSMUSG00000095758___Vmn1r128	0	0	0	0
ENSMUSG00000095759___Gm21828	0	0	0	0
ENSMUSG00000095761___Ighv1-20	0	0	0	0
ENSMUSG00000095762___Gm16378	2.309424	7.152979	3.728311	6.76579
ENSMUSG00000095763___AC124606.2	0	0	0	0
ENSMUSG00000095764___Gm25840	13.617809	22.656425	25.136147	28.675577
ENSMUSG00000095765___Olfr741	0	0	0	0
ENSMUSG00000095766___Gm21182	15.493252	14.905214	14.794905	20.498955
ENSMUSG00000095768___Vmn1r111	0	0	0	0
ENSMUSG00000095769___Gm21891	0	0	0	0
ENSMUSG00000095770___Gm21637	0	0	0	0
ENSMUSG00000095771___Igkv14-111	0	0	0	0
